# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
106 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 106 00000000.png

107 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 107 00000000.png

108 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 108 00000000.png

109 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 109 00000000.png

110 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 110 00000000.png

111 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 111 00000000.png

112 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 112 00000000.png

113 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 113 00000000.png

114 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 114 00000000.png

115 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 115 00000000.png

116 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 116 00000000.png

117 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 117 00000000.png

118 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 118 00000000.png

119 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 119 00000000.png

120 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 120 00000000.png

121 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 121 00000000.png

122 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 122 00000000.png

123 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 123 00000000.png

124 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 124 00000000.png

125 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 125 00000000.png

126 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 126 00000000.png

127 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 127 00000000.png

128 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 128 00000000.png

129 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 129 00000000.png

130 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 130 00000000.png

131 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 131 00000000.png

132 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 132 00000000.png

133 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 133 00000000.png

134 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 134 00000000.png

135 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 135 00000000.png

136 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 136 00000000.png

137 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 137 00000000.png

138 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 138 00000000.png

139 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 139 00000000.png

140 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 140 00000000.png

141 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 141 00000000.png

142 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 142 00000000.png

143 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 143 00000000.png

144 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 144 00000000.png

145 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 145 00000000.png

146 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 146 00000000.png

147 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 147 00000000.png

148 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 148 00000000.png

149 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 149 00000000.png

150 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 150 00000000.png

151 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 151 00000000.png

152 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 152 00000000.png

153 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 153 00000000.png

154 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 154 00000000.png

155 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 155 00000000.png

156 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 156 00000000.png

157 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 157 00000000.png

158 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 158 00000000.png

159 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 159 00000000.png

160 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 160 00000000.png

161 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 161 00000000.png

162 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 162 00000000.png

163 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 163 00000000.png

164 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 164 00000000.png

165 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 165 00000000.png

166 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 166 00000000.png

167 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 167 00000000.png

168 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 168 00000000.png

169 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 169 00000000.png

170 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 170 00000000.png

171 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 171 00000000.png

172 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 172 00000000.png

173 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 173 00000000.png

174 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 174 00000000.png

175 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 175 00000000.png

176 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 176 00000000.png

177 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 177 00000000.png

178 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 178 00000000.png

179 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 179 00000000.png

180 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 180 00000000.png

181 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 181 00000000.png

182 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 182 00000000.png

183 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 183 00000000.png

184 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 184 00000000.png

185 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 185 00000000.png

186 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 186 00000000.png

187 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 187 00000000.png

188 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 188 00000000.png

189 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 189 00000000.png

190 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 190 00000000.png

191 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 191 00000000.png

192 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 192 00000000.png

193 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 193 00000000.png

194 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 194 00000000.png

195 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 195 00000000.png

196 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 196 00000000.png

197 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 197 00000000.png

198 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 198 00000000.png

199 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 199 00000000.png

200 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 200 00000000.png

201 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 201 00000000.png

202 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 202 00000000.png

203 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 203 00000000.png

204 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 204 00000000.png

205 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 205 00000000.png

206 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 206 00000000.png

207 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 207 00000000.png

208 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 208 00000000.png

209 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 209 00000000.png

210 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 210 00000000.png

211 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 211 00000000.png

212 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 212 00000000.png

213 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 213 00000000.png

214 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 214 00000000.png

215 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 215 00000000.png

216 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 216 00000000.png

217 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 217 00000000.png

218 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 218 00000000.png

219 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 219 00000000.png

220 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 220 00000000.png

221 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 221 00000000.png

222 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 222 00000000.png

223 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 223 00000000.png

224 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 224 00000000.png

225 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 225 00000000.png

226 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 226 00000000.png

227 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 227 00000000.png

228 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 228 00000000.png

229 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 229 00000000.png

230 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 230 00000000.png

231 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 231 00000000.png

232 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 232 00000000.png

233 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 233 00000000.png

234 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 234 00000000.png

235 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 235 00000000.png

236 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 236 00000000.png

237 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.263441 -0.832166 3.51618 237 00000000.png

238 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.264427 -0.832166 3.51618 238 00000000.png

239 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.266313 -0.832166 3.51618 239 00000000.png

240 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.269002 -0.832166 3.51618 240 00000000.png

241 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.272483 -0.832166 3.51618 241 00000000.png

242 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.276616 -0.832166 3.51618 242 00000000.png

243 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.281289 -0.832166 3.51618 243 00000000.png

244 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.286537 -0.832166 3.51618 244 00000000.png

245 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.292244 -0.832166 3.51618 245 00000000.png

246 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.298451 -0.832166 3.51618 246 00000000.png

247 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.304942 -0.832166 3.51618 247 00000000.png

248 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.311822 -0.832166 3.51618 248 00000000.png

249 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.319033 -0.832166 3.51618 249 00000000.png

250 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.326468 -0.832166 3.51618 250 00000000.png

251 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.33417 -0.832166 3.51618 251 00000000.png

252 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.342104 -0.832166 3.51618 252 00000000.png

253 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.35025 -0.832166 3.51618 253 00000000.png

254 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.358561 -0.832166 3.51618 254 00000000.png

255 -0.9818 -0.0503265 -0.178582 -0.0405482 -0.367034 -0.832166 3.51618 255 00000000.png

